knot,crossings,s_ub,exact_s,e_ub,e_ub_minus_s_ub,source_sticks,input_status,e_status
K13n4412,13,12,,,,12,unchecked,none
K13n4413,13,11,,,,11,unchecked,none
K13n4414,13,11,,,,11,unchecked,none
K13n4415,13,12,,,,12,unchecked,none
K13n4416,13,12,,,,12,unchecked,none
K13n4417,13,11,,,,11,unchecked,none
K13n4418,13,11,,11,0,11,unchecked,reported_only
K13n4419,13,11,,,,11,unchecked,none
K13n442,13,12,,,,12,unchecked,none
K13n4420,13,11,,11,0,11,unchecked,reported_only
K13n4421,13,11,,12,1,11,unchecked,reported_only
K13n4422,13,11,,,,11,unchecked,none
K13n4423,13,12,,,,12,unchecked,none
K13n4424,13,11,,,,11,unchecked,none
K13n4425,13,12,,,,12,unchecked,none
K13n4426,13,11,,11,0,11,unchecked,reported_only
K13n4427,13,11,,11,0,11,unchecked,reported_only
K13n4428,13,11,,,,11,unchecked,none
K13n4429,13,12,,,,12,unchecked,none
K13n443,13,12,,,,12,unchecked,none
K13n4430,13,11,,,,11,unchecked,none
K13n4431,13,11,,11,0,11,unchecked,reported_only
K13n4432,13,12,,,,12,unchecked,none
K13n4433,13,11,,,,11,unchecked,none
K13n4434,13,11,,,,11,unchecked,none
K13n4435,13,12,,,,12,unchecked,none
K13n4436,13,11,,,,11,unchecked,none
K13n4437,13,11,,,,11,unchecked,none
K13n4438,13,11,,,,11,unchecked,none
K13n4439,13,11,,,,11,unchecked,none
K13n444,13,12,,,,12,unchecked,none
K13n4440,13,12,,,,12,unchecked,none
K13n4441,13,12,,,,12,unchecked,none
K13n4442,13,12,,,,12,unchecked,none
K13n4443,13,11,,,,11,unchecked,none
K13n4444,13,12,,,,12,unchecked,none
K13n4445,13,12,,,,12,unchecked,none
K13n4446,13,11,,,,11,unchecked,none
K13n4447,13,12,,,,12,unchecked,none
K13n4448,13,12,,,,12,unchecked,none
K13n4449,13,11,,,,11,unchecked,none
K13n445,13,12,,,,12,unchecked,none
K13n4450,13,12,,,,12,unchecked,none
K13n4451,13,11,,,,11,unchecked,none
K13n4452,13,12,,,,12,unchecked,none
K13n4453,13,12,,,,12,unchecked,none
K13n4454,13,11,,,,11,unchecked,none
K13n4455,13,12,,,,12,unchecked,none
K13n4456,13,11,,,,11,unchecked,none
K13n4457,13,12,,,,12,unchecked,none
K13n4458,13,12,,,,12,unchecked,none
K13n4459,13,12,,,,12,unchecked,none
K13n446,13,11,,11,0,11,unchecked,reported_only
K13n4460,13,12,,,,12,unchecked,none
K13n4461,13,11,,12,1,11,unchecked,reported_only
K13n4462,13,11,,,,11,unchecked,none
K13n4463,13,11,,,,11,unchecked,none
K13n4464,13,11,,,,11,unchecked,none
K13n4465,13,12,,,,12,unchecked,none
K13n4466,13,11,,,,11,unchecked,none
K13n4467,13,12,,,,12,unchecked,none
K13n4468,13,12,,,,12,unchecked,none
K13n4469,13,12,,,,12,unchecked,none
K13n447,13,11,,,,11,unchecked,none
K13n4470,13,11,,,,11,unchecked,none
K13n4471,13,12,,,,12,unchecked,none
K13n4472,13,11,,11,0,11,unchecked,reported_only
K13n4473,13,12,,,,12,unchecked,none
K13n4474,13,12,,,,12,unchecked,none
K13n4475,13,11,,12,1,11,unchecked,reported_only
K13n4476,13,12,,,,12,unchecked,none
K13n4477,13,12,,,,12,unchecked,none
K13n4478,13,11,,,,11,unchecked,none
K13n4479,13,11,,12,1,11,unchecked,reported_only
K13n448,13,12,,,,12,unchecked,none
K13n4480,13,12,,,,12,unchecked,none
K13n4481,13,11,,,,11,unchecked,none
K13n4482,13,12,,,,12,unchecked,none
K13n4483,13,12,,,,12,unchecked,none
K13n4484,13,11,,12,1,11,unchecked,reported_only
K13n4485,13,11,,,,11,unchecked,none
K13n4486,13,11,,,,11,unchecked,none
K13n4487,13,12,,,,12,unchecked,none
K13n4488,13,11,,,,11,unchecked,none
K13n4489,13,11,,,,11,unchecked,none
K13n449,13,13,,,,13,unchecked,none
K13n4490,13,12,,,,12,unchecked,none
K13n4491,13,12,,,,12,unchecked,none
K13n4492,13,11,,12,1,11,unchecked,reported_only
K13n4493,13,11,,,,11,unchecked,none
K13n4494,13,11,,,,11,unchecked,none
K13n4495,13,12,,,,12,unchecked,none
K13n4496,13,11,,,,11,unchecked,none
K13n4497,13,12,,,,12,unchecked,none
K13n4498,13,12,,,,12,unchecked,none
K13n4499,13,12,,,,12,unchecked,none
K13n45,13,12,,,,12,unchecked,none
K13n450,13,12,,,,12,unchecked,none
K13n4500,13,11,,,,11,matched,none
K13n4501,13,12,,,,12,unchecked,none
K13n4502,13,12,,,,12,unchecked,none
K13n4503,13,12,,,,12,unchecked,none
K13n4504,13,12,,,,12,unchecked,none
K13n4505,13,12,,,,12,unchecked,none
K13n4506,13,12,,,,12,unchecked,none
K13n4507,13,11,,,,11,unchecked,none
K13n4508,13,11,,12,1,11,unchecked,reported_only
K13n4509,13,12,,,,12,unchecked,none
K13n451,13,12,,,,12,unchecked,none
K13n4510,13,12,,12,0,12,unchecked,reported_only
K13n4511,13,12,,,,12,unchecked,none
K13n4512,13,11,,,,11,unchecked,none
K13n4513,13,11,,,,11,unchecked,none
K13n4514,13,11,,12,1,11,unchecked,reported_only
K13n4515,13,11,,,,11,unchecked,none
K13n4516,13,11,,11,0,11,unchecked,reported_only
K13n4517,13,11,,11,0,11,unchecked,reported_only
K13n4518,13,11,,,,11,unchecked,none
K13n4519,13,11,,,,11,unchecked,none
K13n452,13,12,,,,12,unchecked,none
K13n4520,13,12,,,,12,unchecked,none
K13n4521,13,11,,,,11,unchecked,none
K13n4522,13,11,,12,1,11,unchecked,reported_only
K13n4523,13,11,,,,11,unchecked,none
K13n4524,13,11,,,,11,unchecked,none
K13n4525,13,11,,,,11,unchecked,none
K13n4526,13,11,,,,11,unchecked,none
K13n4527,13,12,,,,12,unchecked,none
K13n4528,13,11,,,,11,unchecked,none
K13n4529,13,12,,,,12,unchecked,none
K13n453,13,12,,,,12,unchecked,none
K13n4530,13,11,,,,11,unchecked,none
K13n4531,13,11,,12,1,11,unchecked,reported_only
K13n4532,13,11,,,,11,unchecked,none
K13n4533,13,11,,,,11,unchecked,none
K13n4534,13,11,,,,11,unchecked,none
K13n4535,13,11,,11,0,11,unchecked,reported_only
K13n4536,13,11,,12,1,11,unchecked,reported_only
K13n4537,13,11,,11,0,11,unchecked,reported_only
K13n4538,13,12,,,,12,unchecked,none
K13n4539,13,11,,,,11,unchecked,none
K13n454,13,12,,,,12,unchecked,none
K13n4540,13,11,,,,11,unchecked,none
K13n4541,13,11,,,,11,unchecked,none
K13n4542,13,12,,,,12,unchecked,none
K13n4543,13,11,,,,11,unchecked,none
K13n4544,13,11,,,,11,unchecked,none
K13n4545,13,11,,,,11,unchecked,none
K13n4546,13,11,,,,11,unchecked,none
K13n4547,13,11,,,,11,unchecked,none
K13n4548,13,11,,11,0,11,unchecked,reported_only
K13n4549,13,11,,,,11,unchecked,none
K13n455,13,12,,,,12,unchecked,none
K13n4550,13,11,,,,11,unchecked,none
K13n4551,13,11,,,,11,unchecked,none
K13n4552,13,11,,12,1,11,unchecked,reported_only
K13n4553,13,12,,,,12,unchecked,none
K13n4554,13,11,,,,11,unchecked,none
K13n4555,13,11,,,,11,unchecked,none
K13n4556,13,11,,,,11,unchecked,none
K13n4557,13,11,,12,1,11,unchecked,reported_only
K13n4558,13,11,,12,1,11,unchecked,reported_only
K13n4559,13,11,,,,11,unchecked,none
K13n456,13,12,,,,12,unchecked,none
K13n4560,13,11,,,,11,unchecked,none
K13n4561,13,11,,,,11,unchecked,none
K13n4562,13,11,,,,11,unchecked,none
K13n4563,13,12,,,,12,unchecked,none
K13n4564,13,11,,,,11,unchecked,none
K13n4565,13,12,,,,12,unchecked,none
K13n4566,13,11,,,,11,unchecked,none
K13n4567,13,11,,,,11,unchecked,none
K13n4568,13,11,,12,1,11,unchecked,reported_only
K13n4569,13,12,,,,12,unchecked,none
K13n457,13,12,,,,12,unchecked,none
K13n4570,13,11,,12,1,11,unchecked,reported_only
K13n4571,13,12,,,,12,unchecked,none
K13n4572,13,11,,,,11,unchecked,none
K13n4573,13,12,,,,12,unchecked,none
K13n4574,13,12,,,,12,unchecked,none
K13n4575,13,12,,,,12,unchecked,none
K13n4576,13,11,,,,11,unchecked,none
K13n4577,13,11,,12,1,11,unchecked,reported_only
K13n4578,13,12,,,,12,unchecked,none
K13n4579,13,12,,,,12,unchecked,none
K13n458,13,12,,,,12,unchecked,none
K13n4580,13,12,,,,12,unchecked,none
K13n4581,13,12,,,,12,unchecked,none
K13n4582,13,12,,,,12,unchecked,none
K13n4583,13,12,,,,12,unchecked,none
K13n4584,13,12,,,,12,unchecked,none
K13n4585,13,11,,,,11,unchecked,none
K13n4586,13,12,,,,12,unchecked,none
K13n4587,13,12,,,,12,unchecked,none
K13n4588,13,12,,,,12,unchecked,none
K13n4589,13,12,,,,12,unchecked,none
K13n459,13,12,,,,12,unchecked,none
K13n4590,13,11,,,,11,unchecked,none
K13n4591,13,12,,,,12,unchecked,none
K13n4592,13,11,,,,11,unchecked,none
K13n4593,13,12,,,,12,unchecked,none
K13n4594,13,12,,,,12,unchecked,none
K13n4595,13,12,,,,12,unchecked,none
K13n4596,13,12,,,,12,unchecked,none
K13n4597,13,12,,,,12,unchecked,none
K13n4598,13,12,,,,12,unchecked,none
K13n4599,13,11,,,,11,unchecked,none
K13n46,13,12,,,,12,unchecked,none
K13n460,13,12,,,,12,unchecked,none
K13n4600,13,12,,,,12,unchecked,none
K13n4601,13,11,,,,11,unchecked,none
K13n4602,13,12,,,,12,unchecked,none
K13n4603,13,11,,,,11,unchecked,none
K13n4604,13,11,,12,1,11,unchecked,reported_only
K13n4605,13,12,,,,12,unchecked,none
K13n4606,13,11,,12,1,11,unchecked,reported_only
K13n4607,13,11,,11,0,11,unchecked,reported_only
K13n4608,13,11,,,,11,unchecked,none
K13n4609,13,12,,,,12,unchecked,none
K13n461,13,12,,,,12,unchecked,none
K13n4610,13,12,,,,12,unchecked,none
K13n4611,13,11,,,,11,unchecked,none
K13n4612,13,12,,,,12,unchecked,none
K13n4613,13,12,,,,12,unchecked,none
K13n4614,13,11,,,,11,unchecked,none
K13n4615,13,12,,,,12,unchecked,none
K13n4616,13,11,,,,11,unchecked,none
K13n4617,13,12,,,,12,unchecked,none
K13n4618,13,12,,,,12,unchecked,none
K13n4619,13,12,,,,12,unchecked,none
K13n462,13,12,,,,12,unchecked,none
K13n4620,13,11,,,,11,unchecked,none
K13n4621,13,11,,,,11,unchecked,none
K13n4622,13,12,,,,12,unchecked,none
K13n4623,13,11,,,,11,unchecked,none
K13n4624,13,11,,12,1,11,unchecked,reported_only
K13n4625,13,12,,,,12,unchecked,none
K13n4626,13,12,,,,12,unchecked,none
K13n4627,13,12,,,,12,unchecked,none
K13n4628,13,12,,,,12,unchecked,none
K13n4629,13,11,,11,0,11,unchecked,reported_only
K13n463,13,11,,12,1,11,unchecked,reported_only
K13n4630,13,11,,,,11,unchecked,none
K13n4631,13,12,,,,12,unchecked,none
K13n4632,13,12,,,,12,unchecked,none
K13n4633,13,12,,,,12,unchecked,none
K13n4634,13,10,,11,1,10,unchecked,reported_only
K13n4635,13,12,,,,12,unchecked,none
K13n4636,13,12,,,,12,unchecked,none
K13n4637,13,12,,,,12,unchecked,none
K13n4638,13,12,,,,12,unchecked,none
K13n4639,13,12,,,,12,unchecked,none
K13n464,13,11,,,,11,unchecked,none
K13n4640,13,11,,12,1,11,unchecked,reported_only
K13n4641,13,11,,,,11,unchecked,none
K13n4642,13,12,,,,12,unchecked,none
K13n4643,13,11,,12,1,11,unchecked,reported_only
K13n4644,13,12,,,,12,unchecked,none
K13n4645,13,12,,,,12,unchecked,none
K13n4646,13,12,,,,12,unchecked,none
K13n4647,13,11,,,,11,unchecked,none
K13n4648,13,12,,,,12,unchecked,none
K13n4649,13,12,,,,12,unchecked,none
K13n465,13,11,,,,11,unchecked,none
K13n4650,13,12,,,,12,unchecked,none
K13n4651,13,11,,,,11,unchecked,none
K13n4652,13,11,,,,11,unchecked,none
K13n4653,13,12,,,,12,unchecked,none
K13n4654,13,12,,,,12,unchecked,none
K13n4655,13,11,,,,11,unchecked,none
K13n4656,13,11,,,,11,unchecked,none
K13n4657,13,11,,11,0,11,unchecked,reported_only
K13n4658,13,12,,,,12,unchecked,none
K13n4659,13,11,,12,1,11,unchecked,reported_only
K13n466,13,12,,,,12,unchecked,none
K13n4660,13,12,,,,12,unchecked,none
K13n4661,13,12,,,,12,unchecked,none
K13n4662,13,11,,,,11,unchecked,none
K13n4663,13,12,,,,12,unchecked,none
K13n4664,13,12,,,,12,unchecked,none
K13n4665,13,12,,,,12,unchecked,none
K13n4666,13,12,,,,12,unchecked,none
K13n4667,13,12,,,,12,unchecked,none
K13n4668,13,12,,,,12,unchecked,none
K13n4669,13,12,,,,12,unchecked,none
K13n467,13,13,,,,13,unchecked,none
K13n4670,13,11,,,,11,unchecked,none
K13n4671,13,12,,,,12,unchecked,none
K13n4672,13,12,,,,12,unchecked,none
K13n4673,13,11,,,,11,unchecked,none
K13n4674,13,12,,,,12,unchecked,none
K13n4675,13,12,,,,12,unchecked,none
K13n4676,13,12,,,,12,unchecked,none
K13n4677,13,12,,,,12,unchecked,none
K13n4678,13,12,,,,12,unchecked,none
K13n4679,13,12,,,,12,unchecked,none
K13n468,13,11,,11,0,11,unchecked,reported_only
K13n4680,13,12,,,,12,unchecked,none
K13n4681,13,12,,,,12,unchecked,none
K13n4682,13,12,,,,12,unchecked,none
K13n4683,13,12,,,,12,unchecked,none
K13n4684,13,12,,,,12,unchecked,none
K13n4685,13,12,,,,12,unchecked,none
K13n4686,13,12,,,,12,unchecked,none
K13n4687,13,11,,,,11,unchecked,none
K13n4688,13,11,,,,11,unchecked,none
K13n4689,13,11,,,,11,unchecked,none
K13n469,13,10,,10,0,10,unchecked,reported_only
K13n4690,13,12,,,,12,unchecked,none
K13n4691,13,12,,,,12,unchecked,none
K13n4692,13,12,,,,12,unchecked,none
K13n4693,13,11,,,,11,unchecked,none
K13n4694,13,11,,12,1,11,unchecked,reported_only
K13n4695,13,12,,,,12,unchecked,none
K13n4696,13,12,,,,12,unchecked,none
K13n4697,13,11,,,,11,unchecked,none
K13n4698,13,12,,,,12,unchecked,none
K13n4699,13,11,,,,11,unchecked,none
K13n47,13,12,,,,12,unchecked,none
K13n470,13,12,,,,12,unchecked,none
K13n4700,13,12,,,,12,unchecked,none
K13n4701,13,11,,,,11,unchecked,none
K13n4702,13,12,,,,12,unchecked,none
K13n4703,13,12,,,,12,unchecked,none
K13n4704,13,11,,,,11,unchecked,none
K13n4705,13,12,,,,12,unchecked,none
K13n4706,13,11,,,,11,unchecked,none
K13n4707,13,11,,11,0,11,unchecked,reported_only
K13n4708,13,11,,,,11,matched,none
K13n4709,13,11,,,,11,unchecked,none
K13n471,13,12,,,,12,unchecked,none
K13n4710,13,11,,11,0,11,unchecked,reported_only
K13n4711,13,11,,12,1,11,unchecked,reported_only
K13n4712,13,11,,,,11,unchecked,none
K13n4713,13,11,,,,11,unchecked,none
K13n4714,13,12,,,,12,unchecked,none
K13n4715,13,11,,,,11,unchecked,none
K13n4716,13,11,,,,11,unchecked,none
K13n4717,13,12,,,,12,unchecked,none
K13n4718,13,12,,,,12,unchecked,none
K13n4719,13,11,,,,11,unchecked,none
K13n472,13,12,,,,12,unchecked,none
K13n4720,13,11,,,,11,unchecked,none
K13n4721,13,12,,,,12,unchecked,none
K13n4722,13,11,,,,11,unchecked,none
K13n4723,13,11,,12,1,11,unchecked,reported_only
K13n4724,13,12,,,,12,unchecked,none
K13n4725,13,11,,,,11,unchecked,none
K13n4726,13,11,,11,0,11,unchecked,reported_only
K13n4727,13,11,,,,11,unchecked,none
K13n4728,13,12,,,,12,unchecked,none
K13n4729,13,11,,,,11,unchecked,none
K13n473,13,12,,,,12,unchecked,none
K13n4730,13,11,,,,11,unchecked,none
K13n4731,13,12,,,,12,unchecked,none
K13n4732,13,11,,,,11,unchecked,none
K13n4733,13,12,,,,12,unchecked,none
K13n4734,13,11,,,,11,unchecked,none
K13n4735,13,11,,,,11,unchecked,none
K13n4736,13,12,,,,12,unchecked,none
K13n4737,13,12,,,,12,unchecked,none
K13n4738,13,12,,,,12,unchecked,none
K13n4739,13,12,,,,12,unchecked,none
K13n474,13,12,,,,12,unchecked,none
K13n4740,13,11,,,,11,unchecked,none
K13n4741,13,11,,,,11,unchecked,none
K13n4742,13,12,,,,12,unchecked,none
K13n4743,13,12,,,,12,unchecked,none
K13n4744,13,11,,,,11,unchecked,none
K13n4745,13,12,,,,12,unchecked,none
K13n4746,13,12,,,,12,unchecked,none
K13n4747,13,11,,,,11,unchecked,none
K13n4748,13,12,,,,12,unchecked,none
K13n4749,13,11,,,,11,unchecked,none
K13n475,13,12,,,,12,unchecked,none
K13n4750,13,12,,,,12,unchecked,none
K13n4751,13,12,,,,12,unchecked,none
K13n4752,13,12,,12,0,12,unchecked,reported_only
K13n4753,13,12,,,,12,unchecked,none
K13n4754,13,11,,,,11,unchecked,none
K13n4755,13,11,,12,1,11,unchecked,reported_only
K13n4756,13,12,,,,12,unchecked,none
K13n4757,13,11,,,,11,unchecked,none
K13n4758,13,11,,,,11,unchecked,none
K13n4759,13,11,,,,11,unchecked,none
K13n476,13,12,,,,12,unchecked,none
K13n4760,13,11,,,,11,unchecked,none
K13n4761,13,12,,,,12,unchecked,none
K13n4762,13,12,,,,12,unchecked,none
K13n4763,13,11,,,,11,unchecked,none
K13n4764,13,11,,,,11,unchecked,none
K13n4765,13,12,,,,12,unchecked,none
K13n4766,13,11,,,,11,unchecked,none
K13n4767,13,11,,,,11,unchecked,none
K13n4768,13,11,,,,11,unchecked,none
K13n4769,13,11,,,,11,unchecked,none
K13n477,13,12,,,,12,unchecked,none
K13n4770,13,12,,,,12,unchecked,none
K13n4771,13,12,,,,12,unchecked,none
K13n4772,13,12,,12,0,12,unchecked,reported_only
K13n4773,13,11,,,,11,unchecked,none
K13n4774,13,12,,,,12,unchecked,none
K13n4775,13,12,,,,12,unchecked,none
K13n4776,13,12,,,,12,unchecked,none
K13n4777,13,12,,,,12,unchecked,none
K13n4778,13,12,,,,12,unchecked,none
K13n4779,13,11,,,,11,unchecked,none
K13n478,13,12,,,,12,unchecked,none
K13n4780,13,11,,,,11,unchecked,none
K13n4781,13,11,,,,11,unchecked,none
K13n4782,13,12,,,,12,unchecked,none
K13n4783,13,12,,,,12,unchecked,none
K13n4784,13,12,,,,12,unchecked,none
K13n4785,13,11,,,,11,unchecked,none
K13n4786,13,12,,,,12,unchecked,none
K13n4787,13,12,,,,12,unchecked,none
K13n4788,13,11,,,,11,unchecked,none
K13n4789,13,12,,,,12,unchecked,none
K13n479,13,12,,,,12,unchecked,none
K13n4790,13,11,,,,11,unchecked,none
K13n4791,13,11,,,,11,unchecked,none
K13n4792,13,12,,,,12,unchecked,none
K13n4793,13,12,,,,12,unchecked,none
K13n4794,13,11,,,,11,unchecked,none
K13n4795,13,11,,,,11,unchecked,none
K13n4796,13,11,,,,11,unchecked,none
K13n4797,13,12,,,,12,unchecked,none
K13n4798,13,12,,,,12,unchecked,none
K13n4799,13,11,,,,11,unchecked,none
K13n48,13,11,,,,11,unchecked,none
K13n480,13,12,,,,12,unchecked,none
K13n4800,13,11,,,,11,unchecked,none
K13n4801,13,12,,,,12,unchecked,none
K13n4802,13,11,,,,11,unchecked,none
K13n4803,13,11,,,,11,unchecked,none
K13n4804,13,11,,11,0,11,unchecked,reported_only
K13n4805,13,11,,,,11,unchecked,none
K13n4806,13,11,,11,0,11,unchecked,reported_only
K13n4807,13,11,,,,11,unchecked,none
K13n4808,13,11,,11,0,11,unchecked,reported_only
K13n4809,13,11,,11,0,11,unchecked,reported_only
K13n481,13,12,,,,12,unchecked,none
K13n4810,13,12,,,,12,unchecked,none
K13n4811,13,12,,,,12,unchecked,none
K13n4812,13,12,,,,12,unchecked,none
K13n4813,13,12,,,,12,unchecked,none
K13n4814,13,12,,,,12,unchecked,none
K13n4815,13,12,,,,12,unchecked,none
K13n4816,13,12,,,,12,unchecked,none
K13n4817,13,12,,,,12,unchecked,none
K13n4818,13,12,,,,12,unchecked,none
K13n4819,13,11,,,,11,unchecked,none
K13n482,13,12,,,,12,unchecked,none
K13n4820,13,12,,,,12,unchecked,none
K13n4821,13,12,,,,12,unchecked,none
K13n4822,13,12,,,,12,unchecked,none
K13n4823,13,11,,,,11,unchecked,none
K13n4824,13,11,,,,11,unchecked,none
K13n4825,13,11,,,,11,unchecked,none
K13n4826,13,12,,,,12,unchecked,none
K13n4827,13,12,,,,12,unchecked,none
K13n4828,13,11,,,,11,unchecked,none
K13n4829,13,12,,,,12,unchecked,none
K13n483,13,12,,,,12,unchecked,none
K13n4830,13,12,,,,12,unchecked,none
K13n4831,13,12,,,,12,unchecked,none
K13n4832,13,12,,,,12,unchecked,none
K13n4833,13,12,,,,12,unchecked,none
K13n4834,13,12,,,,12,unchecked,none
K13n4835,13,11,,,,11,unchecked,none
K13n4836,13,12,,,,12,unchecked,none
K13n4837,13,11,,,,11,unchecked,none
K13n4838,13,12,,,,12,unchecked,none
K13n4839,13,12,,,,12,unchecked,none
K13n484,13,12,,,,12,unchecked,none
K13n4840,13,12,,,,12,unchecked,none
K13n4841,13,12,,,,12,unchecked,none
K13n4842,13,12,,,,12,unchecked,none
K13n4843,13,12,,,,12,unchecked,none
K13n4844,13,11,,,,11,unchecked,none
K13n4845,13,12,,,,12,unchecked,none
K13n4846,13,12,,,,12,unchecked,none
K13n4847,13,12,,,,12,unchecked,none
K13n4848,13,11,,,,11,unchecked,none
K13n4849,13,12,,,,12,unchecked,none
K13n485,13,12,,,,12,unchecked,none
K13n4850,13,11,,,,11,unchecked,none
K13n4851,13,11,,,,11,unchecked,none
K13n4852,13,12,,,,12,unchecked,none
K13n4853,13,12,,,,12,unchecked,none
K13n4854,13,12,,,,12,unchecked,none
K13n4855,13,11,,12,1,11,unchecked,reported_only
K13n4856,13,11,,11,0,11,unchecked,reported_only
K13n4857,13,12,,,,12,unchecked,none
K13n4858,13,11,,,,11,unchecked,none
K13n4859,13,11,,,,11,unchecked,none
K13n486,13,12,,,,12,unchecked,none
K13n4860,13,11,,,,11,unchecked,none
K13n4861,13,11,,,,11,unchecked,none
K13n4862,13,11,,,,11,unchecked,none
K13n4863,13,12,,,,12,unchecked,none
K13n4864,13,12,,,,12,unchecked,none
K13n4865,13,10,,,,10,unchecked,none
K13n4866,13,12,,,,12,unchecked,none
K13n4867,13,11,,,,11,unchecked,none
K13n4868,13,11,,,,11,unchecked,none
K13n4869,13,12,,,,12,unchecked,none
K13n487,13,12,,,,12,unchecked,none
K13n4870,13,12,,12,0,12,unchecked,reported_only
K13n4871,13,12,,,,12,unchecked,none
K13n4872,13,12,,,,12,unchecked,none
K13n4873,13,12,,,,12,unchecked,none
K13n4874,13,11,,,,11,unchecked,none
K13n4875,13,11,,,,11,unchecked,none
K13n4876,13,11,,12,1,11,unchecked,reported_only
K13n4877,13,11,,,,11,unchecked,none
K13n4878,13,11,,,,11,unchecked,none
K13n4879,13,11,,,,11,unchecked,none
K13n488,13,12,,,,12,unchecked,none
K13n4880,13,11,,,,11,unchecked,none
K13n4881,13,12,,,,12,unchecked,none
K13n4882,13,12,,,,12,unchecked,none
K13n4883,13,12,,,,12,unchecked,none
K13n4884,13,12,,,,12,unchecked,none
K13n4885,13,12,,,,12,unchecked,none
K13n4886,13,11,,,,11,matched,none
K13n4887,13,12,,,,12,unchecked,none
K13n4888,13,12,,,,12,unchecked,none
K13n4889,13,12,,,,12,unchecked,none
K13n489,13,12,,,,12,unchecked,none
K13n4890,13,12,,,,12,unchecked,none
K13n4891,13,11,,,,11,unchecked,none
K13n4892,13,12,,,,12,unchecked,none
K13n4893,13,11,,,,11,unchecked,none
K13n4894,13,12,,,,12,unchecked,none
K13n4895,13,11,,,,11,matched,none
K13n4896,13,11,,12,1,11,unchecked,reported_only
K13n4897,13,11,,12,1,11,unchecked,reported_only
K13n4898,13,11,,,,11,unchecked,none
K13n4899,13,11,,,,11,unchecked,none
K13n49,13,12,,,,12,unchecked,none
K13n490,13,12,,,,12,unchecked,none
K13n4900,13,12,,,,12,unchecked,none
K13n4901,13,11,,,,11,unchecked,none
K13n4902,13,11,,,,11,unchecked,none
K13n4903,13,11,,,,11,unchecked,none
K13n4904,13,12,,,,12,unchecked,none
K13n4905,13,11,,,,11,unchecked,none
K13n4906,13,11,,,,11,unchecked,none
K13n4907,13,12,,,,12,unchecked,none
K13n4908,13,12,,,,12,unchecked,none
K13n4909,13,12,,,,12,unchecked,none
K13n491,13,12,,,,12,unchecked,none
K13n4910,13,12,,,,12,unchecked,none
K13n4911,13,12,,,,12,unchecked,none
K13n4912,13,11,,,,11,unchecked,none
K13n4913,13,11,,,,11,unchecked,none
K13n4914,13,11,,,,11,unchecked,none
K13n4915,13,12,,,,12,unchecked,none
K13n4916,13,12,,,,12,unchecked,none
K13n4917,13,12,,,,12,unchecked,none
K13n4918,13,12,,,,12,unchecked,none
K13n4919,13,12,,,,12,unchecked,none
K13n492,13,12,,,,12,unchecked,none
K13n4920,13,12,,,,12,unchecked,none
K13n4921,13,12,,,,12,unchecked,none
K13n4922,13,11,,,,11,unchecked,none
K13n4923,13,11,,,,11,unchecked,none
K13n4924,13,11,,,,11,unchecked,none
K13n4925,13,12,,,,12,unchecked,none
K13n4926,13,11,,,,11,unchecked,none
K13n4927,13,11,,,,11,unchecked,none
K13n4928,13,11,,12,1,11,unchecked,reported_only
K13n4929,13,11,,,,11,unchecked,none
K13n493,13,12,,,,12,unchecked,none
K13n4930,13,11,,,,11,unchecked,none
K13n4931,13,11,,12,1,11,unchecked,reported_only
K13n4932,13,11,,,,11,unchecked,none
K13n4933,13,11,,,,11,unchecked,none
K13n4934,13,11,,,,11,unchecked,none
K13n4935,13,12,,,,12,unchecked,none
K13n4936,13,12,,,,12,unchecked,none
K13n4937,13,11,,12,1,11,unchecked,reported_only
K13n4938,13,12,,,,12,unchecked,none
K13n4939,13,12,,,,12,unchecked,none
K13n494,13,12,,,,12,unchecked,none
K13n4940,13,12,,,,12,unchecked,none
K13n4941,13,12,,,,12,unchecked,none
K13n4942,13,12,,,,12,unchecked,none
K13n4943,13,12,,,,12,unchecked,none
K13n4944,13,12,,,,12,unchecked,none
K13n4945,13,12,,,,12,unchecked,none
K13n4946,13,12,,,,12,unchecked,none
K13n4947,13,12,,,,12,unchecked,none
K13n4948,13,12,,,,12,unchecked,none
K13n4949,13,12,,,,12,unchecked,none
K13n495,13,12,,,,12,unchecked,none
K13n4950,13,11,,,,11,unchecked,none
K13n4951,13,12,,,,12,unchecked,none
K13n4952,13,11,,,,11,unchecked,none
K13n4953,13,12,,,,12,unchecked,none
K13n4954,13,11,,,,11,unchecked,none
K13n4955,13,11,,,,11,unchecked,none
K13n4956,13,10,,12,2,10,unchecked,reported_only
K13n4957,13,11,,,,11,unchecked,none
K13n4958,13,12,,,,12,unchecked,none
K13n4959,13,11,,,,11,unchecked,none
K13n496,13,12,,,,12,unchecked,none
K13n4960,13,11,,,,11,unchecked,none
K13n4961,13,11,,,,11,unchecked,none
K13n4962,13,11,,,,11,unchecked,none
K13n4963,13,12,,,,12,unchecked,none
K13n4964,13,12,,,,12,unchecked,none
K13n4965,13,11,,,,11,unchecked,none
K13n4966,13,11,,,,11,unchecked,none
K13n4967,13,12,,,,12,unchecked,none
K13n4968,13,11,,,,11,unchecked,none
K13n4969,13,12,,,,12,unchecked,none
K13n497,13,12,,,,12,unchecked,none
K13n4970,13,12,,,,12,unchecked,none
K13n4971,13,12,,,,12,unchecked,none
K13n4972,13,12,,,,12,unchecked,none
