knot,crossings,s_ub,exact_s,e_ub,e_ub_minus_s_ub,source_sticks,input_status,e_status
K13a1228,13,12,,,,12,unchecked,none
K13a1229,13,13,,,,13,unchecked,none
K13a123,13,13,,,,13,unchecked,none
K13a1230,13,13,,,,13,unchecked,none
K13a1231,13,13,,,,13,unchecked,none
K13a1232,13,13,,,,13,unchecked,none
K13a1233,13,13,,,,13,unchecked,none
K13a1234,13,13,,,,13,unchecked,none
K13a1235,13,13,,,,13,unchecked,none
K13a1236,13,13,,,,13,unchecked,none
K13a1237,13,12,,,,12,unchecked,none
K13a1238,13,13,,,,13,unchecked,none
K13a1239,13,13,,,,13,unchecked,none
K13a124,13,13,,,,13,unchecked,none
K13a1240,13,13,,,,13,unchecked,none
K13a1241,13,13,,,,13,unchecked,none
K13a1242,13,12,,,,12,unchecked,none
K13a1243,13,13,,,,13,unchecked,none
K13a1244,13,12,,,,12,unchecked,none
K13a1245,13,12,,,,12,unchecked,none
K13a1246,13,13,,,,13,unchecked,none
K13a1247,13,13,,,,13,unchecked,none
K13a1248,13,13,,,,13,unchecked,none
K13a1249,13,12,,,,12,unchecked,none
K13a125,13,12,,,,12,unchecked,none
K13a1250,13,13,,,,13,unchecked,none
K13a1251,13,12,,,,12,unchecked,none
K13a1252,13,12,,,,12,unchecked,none
K13a1253,13,12,,,,12,unchecked,none
K13a1254,13,12,,,,12,unchecked,none
K13a1255,13,12,,,,12,unchecked,none
K13a1256,13,12,,,,12,unchecked,none
K13a1257,13,12,,,,12,unchecked,none
K13a1258,13,12,,,,12,unchecked,none
K13a1259,13,12,,,,12,unchecked,none
K13a126,13,12,,,,12,unchecked,none
K13a1260,13,12,,,,12,unchecked,none
K13a1261,13,12,,,,12,unchecked,none
K13a1262,13,12,,,,12,unchecked,none
K13a1263,13,12,,,,12,unchecked,none
K13a1264,13,12,,,,12,unchecked,none
K13a1265,13,12,,,,12,unchecked,none
K13a1266,13,12,,,,12,unchecked,none
K13a1267,13,12,,,,12,unchecked,none
K13a1268,13,12,,,,12,unchecked,none
K13a1269,13,12,,,,12,unchecked,none
K13a127,13,13,,,,13,unchecked,none
K13a1270,13,12,,,,12,unchecked,none
K13a1271,13,12,,,,12,unchecked,none
K13a1272,13,12,,,,12,matched,none
K13a1273,13,13,,,,13,unchecked,none
K13a1274,13,12,,,,12,unchecked,none
K13a1275,13,12,,,,12,unchecked,none
K13a1276,13,13,,,,13,unchecked,none
K13a1277,13,12,,,,12,unchecked,none
K13a1278,13,12,,,,12,unchecked,none
K13a1279,13,12,,,,12,unchecked,none
K13a128,13,13,,,,13,unchecked,none
K13a1280,13,12,,,,12,unchecked,none
K13a1281,13,12,,,,12,unchecked,none
K13a1282,13,12,,,,12,unchecked,none
K13a1283,13,13,,,,13,unchecked,none
K13a1284,13,12,,,,12,unchecked,none
K13a1285,13,12,,,,12,unchecked,none
K13a1286,13,12,,,,12,unchecked,none
K13a1287,13,12,,,,12,unchecked,none
K13a1288,13,13,,,,13,unchecked,none
K13a1289,13,12,,,,12,unchecked,none
K13a129,13,13,,,,13,unchecked,none
K13a1290,13,13,,,,13,unchecked,none
K13a1291,13,12,,,,12,unchecked,none
K13a1292,13,12,,,,12,unchecked,none
K13a1293,13,12,,,,12,unchecked,none
K13a1294,13,12,,,,12,matched,none
K13a1295,13,13,,,,13,unchecked,none
K13a1296,13,12,,,,12,unchecked,none
K13a1297,13,12,,,,12,unchecked,none
K13a1298,13,12,,,,12,unchecked,none
K13a1299,13,12,,,,12,unchecked,none
K13a13,13,13,,,,13,unchecked,none
K13a130,13,13,,,,13,unchecked,none
K13a1300,13,12,,,,12,unchecked,none
K13a1301,13,12,,,,12,unchecked,none
K13a1302,13,12,,,,12,unchecked,none
K13a1303,13,12,,,,12,unchecked,none
K13a1304,13,12,,,,12,unchecked,none
K13a1305,13,12,,,,12,unchecked,none
K13a1306,13,12,,,,12,unchecked,none
K13a1307,13,12,,,,12,unchecked,none
K13a1308,13,12,,,,12,unchecked,none
K13a1309,13,12,,,,12,unchecked,none
K13a131,13,13,,,,13,unchecked,none
K13a1310,13,12,,,,12,unchecked,none
K13a1311,13,12,,,,12,unchecked,none
K13a1312,13,12,,,,12,unchecked,none
K13a1313,13,12,,,,12,unchecked,none
K13a1314,13,12,,,,12,unchecked,none
K13a1315,13,12,,,,12,unchecked,none
K13a1316,13,12,,,,12,unchecked,none
K13a1317,13,12,,,,12,unchecked,none
K13a1318,13,12,,,,12,unchecked,none
K13a1319,13,12,,,,12,unchecked,none
K13a132,13,13,,,,13,unchecked,none
K13a1320,13,12,,,,12,unchecked,none
K13a1321,13,12,,,,12,unchecked,none
K13a1322,13,12,,,,12,unchecked,none
K13a1323,13,12,,,,12,unchecked,none
K13a1324,13,12,,,,12,unchecked,none
K13a1325,13,12,,,,12,unchecked,none
K13a1326,13,12,,,,12,unchecked,none
K13a1327,13,12,,,,12,unchecked,none
K13a1328,13,12,,,,12,unchecked,none
K13a1329,13,12,,,,12,unchecked,none
K13a133,13,13,,,,13,unchecked,none
K13a1330,13,12,,,,12,unchecked,none
K13a1331,13,12,,,,12,unchecked,none
K13a1332,13,12,,,,12,unchecked,none
K13a1333,13,12,,,,12,unchecked,none
K13a1334,13,12,,,,12,unchecked,none
K13a1335,13,12,,,,12,unchecked,none
K13a1336,13,12,,,,12,unchecked,none
K13a1337,13,12,,,,12,unchecked,none
K13a1338,13,12,,,,12,unchecked,none
K13a1339,13,13,,,,13,unchecked,none
K13a134,13,13,,,,13,unchecked,none
K13a1340,13,12,,,,12,unchecked,none
K13a1341,13,12,,,,12,unchecked,none
K13a1342,13,12,,,,12,unchecked,none
K13a1343,13,12,,,,12,unchecked,none
K13a1344,13,12,,,,12,unchecked,none
K13a1345,13,12,,,,12,unchecked,none
K13a1346,13,12,,,,12,unchecked,none
K13a1347,13,12,,,,12,unchecked,none
K13a1348,13,12,,,,12,unchecked,none
K13a1349,13,12,,,,12,matched,none
K13a135,13,12,,,,12,unchecked,none
K13a1350,13,12,,,,12,unchecked,none
K13a1351,13,12,,,,12,unchecked,none
K13a1352,13,12,,,,12,unchecked,none
K13a1353,13,12,,,,12,unchecked,none
K13a1354,13,12,,,,12,unchecked,none
K13a1355,13,13,,,,13,unchecked,none
K13a1356,13,13,,,,13,unchecked,none
K13a1357,13,12,,,,12,unchecked,none
K13a1358,13,12,,,,12,unchecked,none
K13a1359,13,13,,,,13,unchecked,none
K13a136,13,12,,,,12,unchecked,none
K13a1360,13,13,,,,13,unchecked,none
K13a1361,13,12,,,,12,unchecked,none
K13a1362,13,12,,,,12,unchecked,none
K13a1363,13,12,,,,12,unchecked,none
K13a1364,13,12,,,,12,unchecked,none
K13a1365,13,12,,,,12,unchecked,none
K13a1366,13,12,,,,12,unchecked,none
K13a1367,13,12,,,,12,unchecked,none
K13a1368,13,12,,,,12,unchecked,none
K13a1369,13,12,,,,12,unchecked,none
K13a137,13,12,,,,12,unchecked,none
K13a1370,13,12,,,,12,unchecked,none
K13a1371,13,13,,,,13,unchecked,none
K13a1372,13,12,,,,12,unchecked,none
K13a1373,13,13,,,,13,unchecked,none
K13a1374,13,12,,,,12,unchecked,none
K13a1375,13,12,,,,12,unchecked,none
K13a1376,13,12,,,,12,unchecked,none
K13a1377,13,12,,,,12,unchecked,none
K13a1378,13,12,,,,12,unchecked,none
K13a1379,13,12,,,,12,unchecked,none
K13a138,13,12,,,,12,unchecked,none
K13a1380,13,12,,,,12,unchecked,none
K13a1381,13,12,,,,12,unchecked,none
K13a1382,13,12,,,,12,unchecked,none
K13a1383,13,12,,,,12,unchecked,none
K13a1384,13,12,,,,12,unchecked,none
K13a1385,13,12,,,,12,unchecked,none
K13a1386,13,12,,,,12,unchecked,none
K13a1387,13,12,,,,12,unchecked,none
K13a1388,13,12,,,,12,unchecked,none
K13a1389,13,13,,,,13,unchecked,none
K13a139,13,12,,,,12,unchecked,none
K13a1390,13,13,,,,13,unchecked,none
K13a1391,13,13,,,,13,unchecked,none
K13a1392,13,13,,,,13,unchecked,none
K13a1393,13,13,,,,13,unchecked,none
K13a1394,13,12,,,,12,unchecked,none
K13a1395,13,12,,,,12,unchecked,none
K13a1396,13,13,,,,13,unchecked,none
K13a1397,13,12,,,,12,unchecked,none
K13a1398,13,12,,,,12,unchecked,none
K13a1399,13,12,,,,12,unchecked,none
K13a14,13,13,,,,13,unchecked,none
K13a140,13,12,,,,12,unchecked,none
K13a1400,13,12,,,,12,unchecked,none
K13a1401,13,12,,,,12,unchecked,none
K13a1402,13,13,,,,13,unchecked,none
K13a1403,13,13,,,,13,unchecked,none
K13a1404,13,12,,,,12,unchecked,none
K13a1405,13,12,,,,12,unchecked,none
K13a1406,13,12,,,,12,unchecked,none
K13a1407,13,13,,,,13,unchecked,none
K13a1408,13,13,,,,13,unchecked,none
K13a1409,13,13,,,,13,unchecked,none
K13a141,13,13,,,,13,unchecked,none
K13a1410,13,13,,,,13,unchecked,none
K13a1411,13,13,,,,13,unchecked,none
K13a1412,13,12,,,,12,unchecked,none
K13a1413,13,13,,,,13,unchecked,none
K13a1414,13,12,,,,12,unchecked,none
K13a1415,13,12,,,,12,unchecked,none
K13a1416,13,13,,,,13,unchecked,none
K13a1417,13,12,,,,12,unchecked,none
K13a1418,13,12,,,,12,unchecked,none
K13a1419,13,12,,,,12,unchecked,none
K13a142,13,12,,,,12,unchecked,none
K13a1420,13,12,,,,12,unchecked,none
K13a1421,13,12,,,,12,unchecked,none
K13a1422,13,12,,,,12,unchecked,none
K13a1423,13,12,,,,12,unchecked,none
K13a1424,13,12,,,,12,unchecked,none
K13a1425,13,12,,,,12,unchecked,none
K13a1426,13,12,,,,12,unchecked,none
K13a1427,13,12,,,,12,unchecked,none
K13a1428,13,12,,,,12,unchecked,none
K13a1429,13,12,,,,12,unchecked,none
K13a143,13,13,,,,13,unchecked,none
K13a1430,13,12,,,,12,unchecked,none
K13a1431,13,13,,,,13,unchecked,none
K13a1432,13,13,,,,13,unchecked,none
K13a1433,13,13,,,,13,unchecked,none
K13a1434,13,12,,,,12,unchecked,none
K13a1435,13,13,,,,13,unchecked,none
K13a1436,13,13,,,,13,unchecked,none
K13a1437,13,13,,,,13,unchecked,none
K13a1438,13,13,,,,13,unchecked,none
K13a1439,13,12,,,,12,unchecked,none
K13a144,13,13,,,,13,unchecked,none
K13a1440,13,13,,,,13,unchecked,none
K13a1441,13,13,,,,13,unchecked,none
K13a1442,13,13,,,,13,unchecked,none
K13a1443,13,12,,,,12,unchecked,none
K13a1444,13,12,,,,12,unchecked,none
K13a1445,13,12,,,,12,unchecked,none
K13a1446,13,12,,,,12,unchecked,none
K13a1447,13,12,,,,12,unchecked,none
K13a1448,13,13,,,,13,unchecked,none
K13a1449,13,12,,,,12,unchecked,none
K13a145,13,13,,,,13,unchecked,none
K13a1450,13,12,,,,12,unchecked,none
K13a1451,13,12,,,,12,unchecked,none
K13a1452,13,12,,,,12,unchecked,none
K13a1453,13,12,,,,12,unchecked,none
K13a1454,13,12,,,,12,unchecked,none
K13a1455,13,12,,,,12,unchecked,none
K13a1456,13,12,,,,12,unchecked,none
K13a1457,13,12,,,,12,unchecked,none
K13a1458,13,13,,,,13,unchecked,none
K13a1459,13,12,,,,12,unchecked,none
K13a146,13,12,,,,12,unchecked,none
K13a1460,13,13,,,,13,unchecked,none
K13a1461,13,13,,,,13,unchecked,none
K13a1462,13,12,,,,12,unchecked,none
K13a1463,13,12,,,,12,unchecked,none
K13a1464,13,12,,,,12,unchecked,none
K13a1465,13,13,,,,13,unchecked,none
K13a1466,13,13,,,,13,unchecked,none
K13a1467,13,13,,,,13,unchecked,none
K13a1468,13,12,,,,12,unchecked,none
K13a1469,13,12,,,,12,unchecked,none
K13a147,13,13,,,,13,unchecked,none
K13a1470,13,12,,,,12,unchecked,none
K13a1471,13,13,,,,13,unchecked,none
K13a1472,13,13,,,,13,unchecked,none
K13a1473,13,12,,,,12,unchecked,none
K13a1474,13,12,,,,12,unchecked,none
K13a1475,13,13,,,,13,unchecked,none
K13a1476,13,13,,,,13,unchecked,none
K13a1477,13,12,,,,12,unchecked,none
K13a1478,13,12,,,,12,unchecked,none
K13a1479,13,12,,,,12,unchecked,none
K13a148,13,13,,,,13,unchecked,none
K13a1480,13,12,,,,12,unchecked,none
K13a1481,13,12,,,,12,unchecked,none
K13a1482,13,12,,,,12,unchecked,none
K13a1483,13,12,,,,12,unchecked,none
K13a1484,13,12,,,,12,unchecked,none
K13a1485,13,12,,,,12,unchecked,none
K13a1486,13,12,,,,12,unchecked,none
K13a1487,13,12,,,,12,unchecked,none
K13a1488,13,12,,,,12,unchecked,none
K13a1489,13,12,,,,12,unchecked,none
K13a149,13,12,,,,12,unchecked,none
K13a1490,13,12,,,,12,unchecked,none
K13a1491,13,13,,,,13,unchecked,none
K13a1492,13,12,,,,12,unchecked,none
K13a1493,13,12,,,,12,unchecked,none
K13a1494,13,12,,,,12,unchecked,none
K13a1495,13,12,,,,12,unchecked,none
K13a1496,13,13,,,,13,unchecked,none
K13a1497,13,12,,,,12,unchecked,none
K13a1498,13,12,,,,12,unchecked,none
K13a1499,13,12,,,,12,unchecked,none
K13a15,13,12,,,,12,unchecked,none
K13a150,13,13,,,,13,unchecked,none
K13a1500,13,12,,,,12,unchecked,none
K13a1501,13,13,,,,13,unchecked,none
K13a1502,13,12,,,,12,unchecked,none
K13a1503,13,12,,,,12,unchecked,none
K13a1504,13,12,,,,12,unchecked,none
K13a1505,13,12,,,,12,unchecked,none
K13a1506,13,12,,,,12,unchecked,none
K13a1507,13,12,,,,12,unchecked,none
K13a1508,13,12,,,,12,unchecked,none
K13a1509,13,12,,,,12,unchecked,none
K13a151,13,13,,,,13,unchecked,none
K13a1510,13,12,,,,12,unchecked,none
K13a1511,13,12,,,,12,unchecked,none
K13a1512,13,12,,,,12,unchecked,none
K13a1513,13,12,,,,12,unchecked,none
K13a1514,13,12,,,,12,unchecked,none
K13a1515,13,12,,,,12,unchecked,none
K13a1516,13,12,,,,12,unchecked,none
K13a1517,13,12,,,,12,unchecked,none
K13a1518,13,13,,,,13,unchecked,none
K13a1519,13,12,,,,12,unchecked,none
K13a152,13,13,,,,13,unchecked,none
K13a1520,13,13,,,,13,unchecked,none
K13a1521,13,12,,,,12,unchecked,none
K13a1522,13,12,,,,12,unchecked,none
K13a1523,13,12,,,,12,unchecked,none
K13a1524,13,12,,,,12,unchecked,none
K13a1525,13,12,,,,12,unchecked,none
K13a1526,13,12,,,,12,unchecked,none
K13a1527,13,12,,,,12,unchecked,none
K13a1528,13,12,,,,12,unchecked,none
K13a1529,13,12,,,,12,unchecked,none
K13a153,13,13,,,,13,unchecked,none
K13a1530,13,12,,,,12,unchecked,none
K13a1531,13,12,,,,12,unchecked,none
K13a1532,13,12,,,,12,unchecked,none
K13a1533,13,12,,,,12,unchecked,none
K13a1534,13,12,,,,12,unchecked,none
K13a1535,13,12,,,,12,unchecked,none
K13a1536,13,13,,,,13,unchecked,none
K13a1537,13,13,,,,13,unchecked,none
K13a1538,13,13,,,,13,unchecked,none
K13a1539,13,13,,,,13,unchecked,none
K13a154,13,13,,,,13,unchecked,none
K13a1540,13,13,,,,13,unchecked,none
K13a1541,13,12,,,,12,unchecked,none
K13a1542,13,12,,,,12,unchecked,none
K13a1543,13,12,,,,12,unchecked,none
K13a1544,13,12,,,,12,unchecked,none
K13a1545,13,13,,,,13,unchecked,none
K13a1546,13,12,,,,12,unchecked,none
K13a1547,13,13,,,,13,unchecked,none
K13a1548,13,13,,,,13,unchecked,none
K13a1549,13,13,,,,13,unchecked,none
K13a155,13,13,,,,13,unchecked,none
K13a1550,13,13,,,,13,unchecked,none
K13a1551,13,12,,,,12,unchecked,none
K13a1552,13,13,,,,13,unchecked,none
K13a1553,13,13,,,,13,unchecked,none
K13a1554,13,12,,,,12,unchecked,none
K13a1555,13,12,,,,12,unchecked,none
K13a1556,13,12,,,,12,unchecked,none
K13a1557,13,12,,,,12,unchecked,none
K13a1558,13,12,,,,12,unchecked,none
K13a1559,13,13,,,,13,unchecked,none
K13a156,13,13,,,,13,unchecked,none
K13a1560,13,12,,,,12,unchecked,none
K13a1561,13,12,,,,12,unchecked,none
K13a1562,13,12,,,,12,unchecked,none
K13a1563,13,12,,,,12,unchecked,none
K13a1564,13,12,,,,12,unchecked,none
K13a1565,13,12,,,,12,unchecked,none
K13a1566,13,12,,,,12,unchecked,none
K13a1567,13,12,,,,12,unchecked,none
K13a1568,13,12,,,,12,unchecked,none
K13a1569,13,12,,,,12,unchecked,none
K13a157,13,13,,,,13,unchecked,none
K13a1570,13,13,,,,13,unchecked,none
K13a1571,13,12,,,,12,unchecked,none
K13a1572,13,13,,,,13,unchecked,none
K13a1573,13,13,,,,13,unchecked,none
K13a1574,13,12,,,,12,unchecked,none
K13a1575,13,12,,,,12,unchecked,none
K13a1576,13,12,,,,12,unchecked,none
K13a1577,13,12,,,,12,unchecked,none
K13a1578,13,12,,,,12,unchecked,none
K13a1579,13,12,,,,12,unchecked,none
K13a158,13,13,,,,13,unchecked,none
K13a1580,13,13,,,,13,unchecked,none
K13a1581,13,12,,,,12,unchecked,none
K13a1582,13,13,,,,13,unchecked,none
K13a1583,13,13,,,,13,unchecked,none
K13a1584,13,13,,,,13,unchecked,none
K13a1585,13,13,,,,13,unchecked,none
K13a1586,13,12,,,,12,unchecked,none
K13a1587,13,12,,,,12,unchecked,none
K13a1588,13,12,,,,12,unchecked,none
K13a1589,13,12,,,,12,unchecked,none
K13a159,13,13,,,,13,unchecked,none
K13a1590,13,12,,,,12,unchecked,none
K13a1591,13,12,,,,12,unchecked,none
K13a1592,13,12,,,,12,unchecked,none
K13a1593,13,12,,,,12,unchecked,none
K13a1594,13,12,,,,12,unchecked,none
K13a1595,13,12,,,,12,unchecked,none
K13a1596,13,12,,,,12,unchecked,none
K13a1597,13,12,,,,12,unchecked,none
K13a1598,13,12,,,,12,unchecked,none
K13a1599,13,12,,,,12,unchecked,none
K13a16,13,13,,,,13,unchecked,none
K13a160,13,13,,,,13,unchecked,none
K13a1600,13,12,,,,12,unchecked,none
K13a1601,13,12,,,,12,unchecked,none
K13a1602,13,13,,,,13,unchecked,none
K13a1603,13,13,,,,13,unchecked,none
K13a1604,13,12,,,,12,unchecked,none
K13a1605,13,12,,,,12,unchecked,none
K13a1606,13,12,,,,12,unchecked,none
K13a1607,13,12,,,,12,unchecked,none
K13a1608,13,13,,,,13,unchecked,none
K13a1609,13,13,,,,13,unchecked,none
K13a161,13,12,,,,12,unchecked,none
K13a1610,13,12,,,,12,unchecked,none
K13a1611,13,12,,,,12,unchecked,none
K13a1612,13,12,,,,12,unchecked,none
K13a1613,13,12,,,,12,unchecked,none
K13a1614,13,13,,,,13,unchecked,none
K13a1615,13,12,,,,12,unchecked,none
K13a1616,13,13,,,,13,unchecked,none
K13a1617,13,13,,,,13,unchecked,none
K13a1618,13,13,,,,13,unchecked,none
K13a1619,13,13,,,,13,unchecked,none
K13a162,13,13,,,,13,unchecked,none
K13a1620,13,12,,,,12,unchecked,none
K13a1621,13,12,,,,12,unchecked,none
K13a1622,13,12,,,,12,unchecked,none
K13a1623,13,12,,,,12,unchecked,none
K13a1624,13,12,,,,12,unchecked,none
K13a1625,13,12,,,,12,unchecked,none
K13a1626,13,12,,,,12,unchecked,none
K13a1627,13,12,,,,12,unchecked,none
K13a1628,13,12,,,,12,unchecked,none
K13a1629,13,12,,,,12,unchecked,none
K13a163,13,13,,,,13,unchecked,none
K13a1630,13,12,,,,12,unchecked,none
K13a1631,13,12,,,,12,unchecked,none
K13a1632,13,12,,,,12,unchecked,none
K13a1633,13,12,,,,12,unchecked,none
K13a1634,13,12,,,,12,unchecked,none
K13a1635,13,12,,,,12,unchecked,none
K13a1636,13,12,,,,12,unchecked,none
K13a1637,13,12,,,,12,unchecked,none
K13a1638,13,12,,,,12,unchecked,none
K13a1639,13,13,,,,13,unchecked,none
K13a164,13,13,,,,13,unchecked,none
K13a1640,13,13,,,,13,unchecked,none
K13a1641,13,12,,,,12,unchecked,none
K13a1642,13,12,,,,12,unchecked,none
K13a1643,13,13,,,,13,unchecked,none
K13a1644,13,12,,,,12,unchecked,none
K13a1645,13,13,,,,13,unchecked,none
K13a1646,13,13,,,,13,matched,none
K13a1647,13,13,,,,13,unchecked,none
K13a1648,13,12,,,,12,unchecked,none
K13a1649,13,12,,,,12,unchecked,none
K13a165,13,12,,,,12,unchecked,none
K13a1650,13,12,,,,12,unchecked,none
K13a1651,13,12,,,,12,unchecked,none
K13a1652,13,12,,,,12,unchecked,none
K13a1653,13,12,,,,12,unchecked,none
K13a1654,13,12,,,,12,unchecked,none
K13a1655,13,12,,,,12,unchecked,none
K13a1656,13,12,,,,12,unchecked,none
K13a1657,13,12,,,,12,unchecked,none
K13a1658,13,12,,,,12,unchecked,none
K13a1659,13,12,,,,12,unchecked,none
K13a166,13,12,,,,12,unchecked,none
K13a1660,13,12,,,,12,unchecked,none
K13a1661,13,12,,,,12,unchecked,none
K13a1662,13,12,,,,12,unchecked,none
K13a1663,13,12,,,,12,unchecked,none
K13a1664,13,12,,,,12,unchecked,none
K13a1665,13,12,,,,12,unchecked,none
K13a1666,13,12,,,,12,unchecked,none
K13a1667,13,12,,,,12,unchecked,none
K13a1668,13,12,,,,12,unchecked,none
K13a1669,13,12,,,,12,unchecked,none
K13a167,13,12,,,,12,unchecked,none
K13a1670,13,12,,,,12,unchecked,none
K13a1671,13,12,,,,12,unchecked,none
K13a1672,13,12,,,,12,unchecked,none
K13a1673,13,12,,,,12,unchecked,none
K13a1674,13,12,,,,12,unchecked,none
K13a1675,13,12,,,,12,unchecked,none
K13a1676,13,12,,,,12,unchecked,none
K13a1677,13,12,,,,12,unchecked,none
K13a1678,13,12,,,,12,unchecked,none
K13a1679,13,12,,,,12,unchecked,none
K13a168,13,13,,,,13,unchecked,none
K13a1680,13,12,,,,12,unchecked,none
K13a1681,13,12,,,,12,unchecked,none
K13a1682,13,12,,,,12,unchecked,none
K13a1683,13,12,,,,12,unchecked,none
K13a1684,13,12,,,,12,unchecked,none
K13a1685,13,12,,,,12,unchecked,none
K13a1686,13,12,,,,12,unchecked,none
K13a1687,13,12,,,,12,unchecked,none
K13a1688,13,12,,,,12,unchecked,none
K13a1689,13,13,,,,13,unchecked,none
K13a169,13,13,,,,13,unchecked,none
K13a1690,13,12,,,,12,unchecked,none
K13a1691,13,12,,,,12,unchecked,none
K13a1692,13,13,,,,13,unchecked,none
K13a1693,13,12,,,,12,unchecked,none
K13a1694,13,12,,,,12,unchecked,none
K13a1695,13,12,,,,12,unchecked,none
K13a1696,13,12,,,,12,unchecked,none
K13a1697,13,13,,,,13,unchecked,none
K13a1698,13,13,,,,13,unchecked,none
K13a1699,13,12,,,,12,unchecked,none
K13a17,13,13,,,,13,unchecked,none
K13a170,13,13,,,,13,unchecked,none
K13a1700,13,12,,,,12,unchecked,none
K13a1701,13,12,,,,12,unchecked,none
K13a1702,13,12,,,,12,unchecked,none
K13a1703,13,13,,,,13,unchecked,none
K13a1704,13,12,,,,12,matched,none
K13a1705,13,12,,,,12,unchecked,none
K13a1706,13,12,,,,12,unchecked,none
K13a1707,13,12,,,,12,unchecked,none
K13a1708,13,12,,,,12,unchecked,none
K13a1709,13,12,,,,12,unchecked,none
K13a171,13,13,,,,13,unchecked,none
K13a1710,13,12,,,,12,unchecked,none
K13a1711,13,12,,,,12,unchecked,none
K13a1712,13,12,,,,12,unchecked,none
K13a1713,13,12,,,,12,unchecked,none
K13a1714,13,12,,,,12,unchecked,none
K13a1715,13,12,,,,12,unchecked,none
K13a1716,13,12,,,,12,unchecked,none
K13a1717,13,12,,,,12,unchecked,none
K13a1718,13,13,,,,13,unchecked,none
K13a1719,13,13,,,,13,unchecked,none
K13a172,13,13,,,,13,unchecked,none
K13a1720,13,13,,,,13,unchecked,none
K13a1721,13,13,,,,13,unchecked,none
K13a1722,13,12,,,,12,unchecked,none
K13a1723,13,12,,,,12,unchecked,none
K13a1724,13,12,,,,12,unchecked,none
K13a1725,13,12,,,,12,unchecked,none
K13a1726,13,12,,,,12,unchecked,none
K13a1727,13,12,,,,12,unchecked,none
K13a1728,13,12,,,,12,unchecked,none
K13a1729,13,12,,,,12,unchecked,none
K13a173,13,13,,,,13,unchecked,none
K13a1730,13,12,,,,12,unchecked,none
K13a1731,13,12,,,,12,unchecked,none
K13a1732,13,12,,,,12,unchecked,none
K13a1733,13,12,,,,12,unchecked,none
K13a1734,13,12,,,,12,unchecked,none
K13a1735,13,12,,,,12,unchecked,none
K13a1736,13,12,,,,12,unchecked,none
K13a1737,13,12,,,,12,unchecked,none
K13a1738,13,12,,,,12,unchecked,none
K13a1739,13,13,,,,13,unchecked,none
K13a174,13,12,,,,12,unchecked,none
K13a1740,13,13,,,,13,unchecked,none
K13a1741,13,13,,,,13,unchecked,none
K13a1742,13,12,,,,12,unchecked,none
K13a1743,13,12,,,,12,unchecked,none
K13a1744,13,13,,,,13,unchecked,none
K13a1745,13,13,,,,13,unchecked,none
K13a1746,13,12,,,,12,unchecked,none
K13a1747,13,12,,,,12,unchecked,none
K13a1748,13,12,,,,12,unchecked,none
K13a1749,13,12,,,,12,unchecked,none
K13a175,13,12,,,,12,unchecked,none
K13a1750,13,13,,,,13,unchecked,none
K13a1751,13,13,,,,13,unchecked,none
K13a1752,13,12,,,,12,unchecked,none
K13a1753,13,13,,,,13,unchecked,none
K13a1754,13,12,,,,12,unchecked,none
K13a1755,13,12,,,,12,unchecked,none
K13a1756,13,12,,,,12,unchecked,none
K13a1757,13,12,,,,12,unchecked,none
K13a1758,13,12,,,,12,unchecked,none
K13a1759,13,12,,,,12,unchecked,none
K13a176,13,13,,,,13,unchecked,none
K13a1760,13,12,,,,12,unchecked,none
K13a1761,13,12,,,,12,unchecked,none
K13a1762,13,12,,,,12,unchecked,none
K13a1763,13,12,,,,12,unchecked,none
K13a1764,13,12,,,,12,unchecked,none
K13a1765,13,13,,,,13,unchecked,none
K13a1766,13,13,,,,13,unchecked,none
K13a1767,13,12,,,,12,unchecked,none
K13a1768,13,13,,,,13,unchecked,none
K13a1769,13,12,,,,12,unchecked,none
K13a177,13,13,,,,13,unchecked,none
K13a1770,13,12,,,,12,unchecked,none
K13a1771,13,12,,,,12,unchecked,none
K13a1772,13,12,,,,12,unchecked,none
K13a1773,13,12,,,,12,unchecked,none
K13a1774,13,13,,,,13,unchecked,none
K13a1775,13,12,,,,12,unchecked,none
K13a1776,13,12,,,,12,unchecked,none
K13a1777,13,13,,,,13,unchecked,none
K13a1778,13,13,,,,13,unchecked,none
K13a1779,13,13,,,,13,unchecked,none
K13a178,13,13,,,,13,unchecked,none
K13a1780,13,13,,,,13,unchecked,none
K13a1781,13,12,,,,12,unchecked,none
K13a1782,13,12,,,,12,unchecked,none
K13a1783,13,12,,,,12,unchecked,none
K13a1784,13,13,,,,13,unchecked,none
K13a1785,13,12,,,,12,unchecked,none
K13a1786,13,13,,,,13,unchecked,none
K13a1787,13,13,,,,13,unchecked,none
K13a1788,13,12,,,,12,unchecked,none
K13a1789,13,12,,,,12,unchecked,none
K13a179,13,13,,,,13,unchecked,none
K13a1790,13,12,,,,12,unchecked,none
K13a1791,13,13,,,,13,unchecked,none
K13a1792,13,12,,,,12,unchecked,none
K13a1793,13,12,,,,12,unchecked,none
K13a1794,13,12,,,,12,unchecked,none
K13a1795,13,12,,,,12,unchecked,none
K13a1796,13,12,,,,12,unchecked,none
K13a1797,13,12,,,,12,unchecked,none
K13a1798,13,13,,,,13,unchecked,none
K13a1799,13,13,,,,13,unchecked,none
K13a18,13,13,,,,13,unchecked,none
K13a180,13,13,,,,13,unchecked,none
K13a1800,13,12,,,,12,unchecked,none
