knot,crossings,sticks,input_min_dist
K13a416,13,13,0.0040341030111466347
K13a4160,13,12,0.0029487855642506122
K13a4161,13,12,0.00016593885089561191
K13a4162,13,12,0.0014800673654048785
K13a4163,13,12,0.0018422020418208066
K13a4164,13,12,0.00044635108600477209
K13a4165,13,12,0.00076272113491118634
K13a4166,13,12,0.0023477842250450502
K13a4167,13,12,0.00024278041825427508
K13a4168,13,12,0.0010664702885943495
K13a4169,13,12,0.0022396911823988085
K13a417,13,13,0.013376564107300044
K13a4170,13,12,0.0015544900527325182
K13a4171,13,12,0.00062173823687003448
K13a4172,13,12,0.00014301326960398315
K13a4173,13,12,0.0043656010340249723
K13a4174,13,12,0.0072440889561110264
K13a4175,13,12,0.0030521458771396591
K13a4176,13,12,0.0048224060488893617
K13a4177,13,12,0.00081263556989692753
K13a4178,13,12,0.0019530433725573253
K13a4179,13,12,0.001258803268668866
K13a418,13,13,0.0046395697703537049
K13a4180,13,12,0.0079446311165620783
K13a4181,13,12,0.00020024987949899747
K13a4182,13,12,0.00091027191700669924
K13a4183,13,12,0.0003466353065921033
K13a4184,13,12,0.0026991133892221133
K13a4185,13,12,0.0044111587619143971
K13a4186,13,12,0.00013192500444308568
K13a4187,13,12,0.00024848074146357254
K13a4188,13,11,0.00019043187853000771
K13a4189,13,12,0.0073015848137487141
K13a419,13,13,0.00021805872205131572
K13a4190,13,13,0.0011658362680400406
K13a4191,13,12,0.0035331039623592193
K13a4192,13,12,0.0034456222760891591
K13a4193,13,12,0.0096724232021740564
K13a4194,13,12,0.0035375437649381985
K13a4195,13,12,0.0011864343203862296
K13a4196,13,12,0.00014814504048111217
K13a4197,13,12,0.003246391238432996
K13a4198,13,12,0.00074071734813836959
K13a4199,13,12,0.00035461136294048546
K13a42,13,13,0.00033303969219190295
K13a420,13,13,0.002100700849767365
K13a4200,13,12,0.0016175382635060201
K13a4201,13,13,0.0019946153185296822
K13a4202,13,12,0.0044726835667441055
K13a4203,13,12,0.0033236712857125385
K13a4204,13,12,0.0056842890015210727
K13a4205,13,12,0.021499640828416017
K13a4206,13,12,0.0026551487091534503
K13a4207,13,12,0.00058943715983182871
K13a4208,13,12,5.4493797240082158e-06
K13a4209,13,12,0.0024617081074984398
K13a421,13,13,0.0096483336918690207
K13a4210,13,12,0.0031079099860842601
K13a4211,13,12,0.008265126376313707
K13a4212,13,12,0.0048113970414287539
K13a4213,13,12,0.012844593896853119
K13a4214,13,12,0.011443643702937281
K13a4215,13,12,0.0059665012129445187
K13a4216,13,12,0.0019366746902424452
K13a4217,13,12,0.00096323033451262857
K13a4218,13,12,0.0094651294782517239
K13a4219,13,12,0.0028698420563477785
K13a422,13,13,0.00097285399670119497
K13a4220,13,12,0.0011320861855067764
K13a4221,13,12,0.0033718413317869321
K13a4222,13,12,0.0023600156278908847
K13a4223,13,12,0.00014445696386646017
K13a4224,13,12,0.00081835046559833302
K13a4225,13,12,0.0011831987320659201
K13a4226,13,12,0.0017901165378195669
K13a4227,13,12,0.00042674747203810907
K13a4228,13,12,0.0064451697885768164
K13a4229,13,12,0.0030303193221078487
K13a423,13,13,0.0047183813535462129
K13a4230,13,13,0.0020105299294645757
K13a4231,13,12,0.0011957174600307542
K13a4232,13,12,0.00032190360195149468
K13a4233,13,12,0.00020431408681278925
K13a4234,13,12,0.00044867602215069069
K13a4235,13,12,0.00041937081323250403
K13a4236,13,12,0.0043237479681111678
K13a4237,13,12,0.0002459791907944118
K13a4238,13,12,0.0038314835220379533
K13a4239,13,12,0.00066569038718504588
K13a424,13,12,0.0039721234930585689
K13a4240,13,12,0.0038399063109208461
K13a4241,13,12,0.001170503146358794
K13a4242,13,12,0.0044918406153134039
K13a4243,13,12,0.0028351372515525971
K13a4244,13,12,0.003991972424750031
K13a4245,13,12,0.0010753024575712385
K13a4246,13,12,0.0072591227682349364
K13a4247,13,12,0.00027970900077987888
K13a4248,13,12,0.0069830169799372432
K13a4249,13,12,0.00075580892302624426
K13a425,13,13,0.0011438015296807952
K13a4250,13,12,0.0025912750044908266
K13a4251,13,12,0.0003472389609147437
K13a4252,13,12,0.0031281887650178157
K13a4253,13,12,0.0036044663199793405
K13a4254,13,12,0.0084808022764163212
K13a4255,13,12,0.00026809744493464665
K13a4256,13,12,0.00029369832542394686
K13a4257,13,12,0.0062896374788518061
K13a4258,13,12,0.00069433379406948128
K13a4259,13,13,0.0018561401918382972
K13a426,13,13,0.0062741073969585746
K13a4260,13,11,0.0020012597956472395
K13a4261,13,12,0.0022645181257442766
K13a4262,13,12,0.0055741513439655629
K13a4263,13,12,0.0020757785313954128
K13a4264,13,12,0.0008869762881761889
K13a4265,13,12,0.00026591777187095263
K13a4266,13,12,0.00067289211177697398
K13a4267,13,12,0.0019141073713619813
K13a4268,13,11,0.0054764277184715287
K13a4269,13,12,0.00064887684829540186
K13a427,13,13,0.0042990757659774146
K13a4270,13,12,0.00044291827377528704
K13a4271,13,12,0.0011601811133938184
K13a4272,13,12,0.0012729185800668735
K13a4273,13,13,0.00098161152221319875
K13a4274,13,13,0.0077526105016805305
K13a4275,13,13,0.0029960579360301279
K13a4276,13,13,0.0024168583267647286
K13a4277,13,12,0.0022919314906537569
K13a4278,13,12,0.0040719481587599797
K13a4279,13,12,0.0058835593280707251
K13a428,13,13,0.0071815584020804481
K13a4280,13,12,0.0048564352614665195
K13a4281,13,11,0.0025713719286366587
K13a4282,13,12,0.0020356624960622539
K13a4283,13,12,0.0017706443952982679
K13a4284,13,11,0.00045754836554834046
K13a4285,13,12,0.0024133057640603503
K13a4286,13,12,0.0047767980221628745
K13a4287,13,12,0.0045412301463651451
K13a4288,13,12,0.0024664627720097435
K13a4289,13,12,0.0045369022458880614
K13a429,13,12,0.00061653166068801647
K13a4290,13,12,0.010997290846532183
K13a4291,13,12,0.0016578287284863252
K13a4292,13,12,0.0013687079998265458
K13a4293,13,12,0.0011889824943201704
K13a4294,13,12,0.00096825589605081634
K13a4295,13,12,0.0045483102606059317
K13a4296,13,12,0.01712595853930915
K13a4297,13,12,0.0013173947387739486
K13a4298,13,12,0.00083584649120403481
K13a4299,13,12,0.0010273630923876944
K13a43,13,12,0.0015310503768759223
K13a430,13,13,0.00022357659411405322
K13a4300,13,12,0.0030050902265606871
K13a4301,13,12,0.0054172033404742718
K13a4302,13,13,0.0032946075835867789
K13a4303,13,12,0.0011725730910492219
K13a4304,13,12,0.0014242387702701213
K13a4305,13,12,7.057776690463787e-05
K13a4306,13,12,0.0042023423766873154
K13a4307,13,12,0.00033392142705813895
K13a4308,13,12,0.0022569501658992724
K13a4309,13,12,0.00074741361401108053
K13a431,13,13,0.014658856593319699
K13a4310,13,12,0.0029359566439872112
K13a4311,13,12,0.001608300411586998
K13a4312,13,12,0.00095605957808442862
K13a4313,13,12,0.0036402972723800558
K13a4314,13,12,0.0010182107294701192
K13a4315,13,12,0.0033459510349171267
K13a4316,13,13,0.002050539941379007
K13a4317,13,13,0.0045177729797774473
K13a4318,13,13,0.00085666426930762225
K13a4319,13,12,0.0045775617678593143
K13a432,13,13,0.0022830120885845551
K13a4320,13,12,0.0017631264730998484
K13a4321,13,12,0.0028304971862144444
K13a4322,13,12,0.00098311322525860439
K13a4323,13,12,0.0022717456403241717
K13a4324,13,12,0.001123991715229055
K13a4325,13,12,0.00076636043740095161
K13a4326,13,12,0.0063091995462933427
K13a4327,13,12,0.0042662397014154854
K13a4328,13,12,0.0080723398844239555
K13a4329,13,12,0.0028820917481622694
K13a433,13,12,0.0024636319290055838
K13a4330,13,12,0.0011547638554692198
K13a4331,13,12,0.00070066776654452944
K13a4332,13,12,0.0063329868166480006
K13a4333,13,13,4.2847563959833733e-05
K13a4334,13,12,0.002117149934015804
K13a4335,13,12,0.00092302243577342593
K13a4336,13,12,0.0063829073131549605
K13a4337,13,12,0.0012673462765185068
K13a4338,13,12,0.0097523131013611403
K13a4339,13,12,0.00037820237101241345
K13a434,13,13,0.0048739455008723386
K13a4340,13,12,0.0042206822552672977
K13a4341,13,12,0.00094860405525191917
K13a4342,13,12,0.00178206078289841
K13a4343,13,12,0.002957037264922698
K13a4344,13,12,0.0077308899629740082
K13a4345,13,12,0.0026966463333302545
K13a4346,13,12,0.0026810084619656341
K13a4347,13,12,0.0024856272929779919
K13a4348,13,12,0.0027005301683607919
K13a4349,13,12,0.0033544761648542465
K13a435,13,12,0.00046250389475678192
K13a4350,13,12,0.0025506579408849828
K13a4351,13,12,2.486191242679612e-05
K13a4352,13,12,0.0010364132118377807
K13a4353,13,12,0.0038536033584658934
K13a4354,13,12,0.0046277283489777271
K13a4355,13,12,4.020443183206079e-06
K13a4356,13,12,0.0043162127036459382
K13a4357,13,12,0.00092978823458807766
K13a4358,13,11,0.0025625789285803158
K13a4359,13,11,0.0001823345008644009
K13a436,13,13,0.0023898741448739416
K13a4360,13,12,0.0036881063421544923
K13a4361,13,12,0.0029704222578260117
K13a4362,13,12,0.0025986266662993292
K13a4363,13,12,0.00014719836011417329
K13a4364,13,12,0.0010047145485675654
K13a4365,13,12,0.000657722155203313
K13a4366,13,12,0.010864589092755431
K13a4367,13,12,0.0054542476294615746
K13a4368,13,12,0.0107051030276355
K13a4369,13,12,0.00032125781993436143
K13a437,13,12,0.0023471425312565114
K13a4370,13,12,0.00014359258272813764
K13a4371,13,12,0.0012983101438387933
K13a4372,13,12,0.00086514394352395641
K13a4373,13,12,0.00024511741738642657
K13a4374,13,12,0.0050752492618262989
K13a4375,13,12,0.0016946946090639328
K13a4376,13,12,0.00354531715454867
K13a4377,13,12,0.0013517533151324406
K13a4378,13,12,0.00030848362509042806
K13a4379,13,13,0.00095112600521424999
K13a438,13,13,0.006864967838862905
K13a4380,13,12,3.8795687525381594e-05
K13a4381,13,12,0.00078102387277464796
K13a4382,13,12,0.0043332067054703792
K13a4383,13,12,0.0040500990692788411
K13a4384,13,12,0.0026306249185851166
K13a4385,13,12,0.0023751029660819831
K13a4386,13,13,0.003908289975347588
K13a4387,13,13,0.00091513742330587462
K13a4388,13,12,0.0034328624149864029
K13a4389,13,12,0.0028239277286603104
K13a439,13,12,0.0010110300612087631
K13a4390,13,12,0.0032528641491706314
K13a4391,13,12,0.0024700103191506095
K13a4392,13,12,0.0030776326711223503
K13a4393,13,12,0.014342187657880609
K13a4394,13,12,0.00043133581574092975
K13a4395,13,12,0.0024114148847002022
K13a4396,13,12,0.016036828677218156
K13a4397,13,13,0.0065971102371412647
K13a4398,13,12,0.0051148166441562764
K13a4399,13,12,0.0023994961388899127
K13a44,13,13,0.00016458028080681085
K13a440,13,12,0.0045568430405389737
K13a4400,13,12,0.0027151792782288873
K13a4401,13,12,0.00040147806552777031
K13a4402,13,12,0.00028727680588512392
K13a4403,13,12,0.0022573067791513109
K13a4404,13,12,0.00053230568381949436
K13a4405,13,11,0.00150963506277556
K13a4406,13,11,0.0026773213307801345
K13a4407,13,12,0.00075246452153975572
K13a4408,13,11,0.00042569719365733041
K13a4409,13,12,0.0054912729373689526
K13a441,13,12,0.00030469639041101929
K13a4410,13,12,0.0011430603186075932
K13a4411,13,12,0.00023344437413395152
K13a4412,13,11,0.0015263537026893909
K13a4413,13,11,0.0087458135113406936
K13a4414,13,12,0.0044065067474790215
K13a4415,13,12,0.00091939741644438003
K13a4416,13,12,0.0038176262628962822
K13a4417,13,11,0.004430507314904319
K13a4418,13,12,0.0015528848741266428
K13a4419,13,12,0.0051515863090000674
K13a442,13,12,0.0001702786623919633
K13a4420,13,12,0.0013505228019107696
K13a4421,13,12,0.00010119786359239063
K13a4422,13,12,0.015490404386728964
K13a4423,13,12,8.262424671543389e-05
K13a4424,13,12,0.0065275325222350963
K13a4425,13,11,0.013287958305614418
K13a4426,13,12,0.0085539108798583108
K13a4427,13,11,1.6561509364191135e-05
K13a4428,13,12,0.00051300261597593988
K13a4429,13,11,0.00082283533005212046
K13a443,13,12,0.00042839088888903373
K13a4430,13,12,0.0019102306653757182
K13a4431,13,12,0.0039030539484705847
K13a4432,13,12,0.0012635391767179991
K13a4433,13,11,0.0030542366880900907
K13a4434,13,12,0.00037894391183799982
K13a4435,13,12,0.00091983559747190195
K13a4436,13,12,0.0011835293917232248
K13a4437,13,11,0.00071641347412341051
K13a4438,13,12,0.00072275526200773555
K13a4439,13,12,0.0060222852295864849
K13a444,13,12,0.0069460520992665224
K13a4440,13,11,0.0070637170717085312
K13a4441,13,11,0.0062272359275410303
K13a4442,13,12,0.014868999729503026
K13a4443,13,11,1.510527415932308e-05
K13a4444,13,11,0.0011796592332741253
K13a4445,13,12,0.0008912960050317416
K13a4446,13,11,0.0034030943022033068
K13a4447,13,12,0.0021975719008359733
K13a4448,13,12,0.00042332037204312583
K13a4449,13,12,0.0026661493673252566
K13a445,13,12,0.00027251087720574517
K13a4450,13,12,0.0005111088613976724
K13a4451,13,12,0.0066399437815061078
K13a4452,13,12,0.0057340704945847074
K13a4453,13,12,0.0071453445310595692
K13a4454,13,12,0.0023554575165111238
K13a4455,13,12,0.0011443731020412428
K13a4456,13,12,0.0026981456327669069
K13a4457,13,12,0.0014086885648013142
K13a4458,13,12,0.00012794963590000426
K13a4459,13,12,0.0020841271744986719
K13a446,13,12,0.00016847422805334953
K13a4460,13,12,0.00070564403032411503
K13a4461,13,12,0.00071453594242823048
K13a4462,13,12,0.0025928015761099541
K13a4463,13,12,0.0017410372482958181
K13a4464,13,12,0.0016032232267387467
K13a4465,13,12,0.0051765481529103662
K13a4466,13,12,0.0012137675155153081
K13a4467,13,12,0.00016388632322564292
K13a4468,13,12,0.00052572499454041192
K13a4469,13,12,0.015313946189067501
K13a447,13,12,0.0018567197142897434
K13a4470,13,11,0.0033269838152649163
K13a4471,13,12,0.0053486574632308076
K13a4472,13,12,0.00068038738218454309
K13a4473,13,12,0.0015879944308888219
K13a4474,13,12,0.0043043085963506509
K13a4475,13,12,0.0019655256802262253
K13a4476,13,12,0.0039682061526551239
K13a4477,13,11,0.0047372578515227932
K13a4478,13,12,0.0013884358821118856
K13a4479,13,11,0.0044375300758804056
K13a448,13,12,0.0031288944046442544
K13a4480,13,12,0.00023202933754801392
K13a4481,13,11,0.00044665865024146446
K13a4482,13,11,0.0027331097583725163
K13a4483,13,12,1.018819691425308e-05
K13a4484,13,12,0.003372176231888813
K13a4485,13,11,0.0013613324949972685
K13a4486,13,11,0.0016952374397758074
K13a4487,13,12,0.0043710695625858295
K13a4488,13,12,0.0048358600220648586
K13a4489,13,12,0.0038379880751911299
K13a449,13,12,0.0012194743116805773
K13a4490,13,12,0.0034213476335408148
K13a4491,13,12,9.3698016160103986e-05
K13a4492,13,12,0.0019978297906465626
K13a4493,13,12,0.0048331496812829434
K13a4494,13,12,0.00066618434801762156
K13a4495,13,12,0.0059343561628593744
K13a4496,13,12,0.0025563654725885483
K13a4497,13,12,0.0089048172267360039
K13a4498,13,12,0.0025914325721996243
K13a4499,13,12,0.0015639725085994946
K13a45,13,12,0.0027261491800637011
K13a450,13,13,0.0033345116198551872
K13a4500,13,12,0.0009112745345372504
K13a4501,13,12,0.0099021738054359213
K13a4502,13,12,0.010337922296830547
K13a4503,13,12,8.0318343827119742e-05
K13a4504,13,12,0.0025519296803906189
K13a4505,13,12,0.005175966750543051
K13a4506,13,12,0.00091172537034481401
K13a4507,13,12,0.0045099230879846464
K13a4508,13,13,0.00052508941245858125
K13a4509,13,13,0.001996802302604767
K13a451,13,13,0.00061300102202664327
K13a4510,13,12,0.010475214768185182
K13a4511,13,12,0.0017466582592739806
K13a4512,13,12,3.5048360954790329e-05
K13a4513,13,12,0.00079712383052151089
K13a4514,13,12,0.00212353831716446
K13a4515,13,12,0.0070863043371168395
K13a4516,13,12,0.0093018915101803282
K13a4517,13,12,0.0005797080817852169
K13a4518,13,12,0.006239466952440458
K13a4519,13,12,0.003383649037409796
K13a452,13,13,0.0027468618870516498
K13a4520,13,12,0.0024970187774559904
K13a4521,13,12,0.0027914388981162904
K13a4522,13,12,0.00041265990507926068
K13a4523,13,12,0.0063525926983030931
K13a4524,13,12,0.0030846925817070475
K13a4525,13,12,0.0047421295725093527
K13a4526,13,12,0.0046789295069279389
K13a4527,13,13,0.0059826530573202476
K13a4528,13,12,0.00085760157177892026
K13a4529,13,12,0.0029067132140639042
K13a453,13,13,0.0038620892867738078
K13a4530,13,12,0.00077755166276753369
K13a4531,13,12,0.0044486232303846164
K13a4532,13,12,0.0018539883231091846
K13a4533,13,12,0.0078704378557293338
K13a4534,13,12,0.00013092253751708309
K13a4535,13,12,0.00063168229844724256
K13a4536,13,12,0.0011452588757709331
K13a4537,13,12,0.0062694798771094004
K13a4538,13,13,0.0067073047533899605
K13a4539,13,13,0.0031297041192270472
K13a454,13,12,0.00062732267349886208
K13a4540,13,13,0.0080577812318362741
K13a4541,13,12,0.0026081400951843371
K13a4542,13,12,0.00096122118322668703
K13a4543,13,12,0.0013907879282794009
K13a4544,13,12,0.00043332843806072189
K13a4545,13,12,0.0040911628387607299
K13a4546,13,12,0.0027402717851888066
K13a4547,13,13,0.0071879171477247528
K13a4548,13,13,0.0022821946634268881
K13a4549,13,13,0.0013425485190238357
K13a455,13,12,0.00015777872942733672
K13a4550,13,13,0.00079647683275587701
K13a4551,13,13,0.0021544455683300992
K13a4552,13,13,0.0020249111530225151
K13a4553,13,13,0.00010346553470968767
K13a4554,13,13,0.008195022214439681
K13a4555,13,13,0.0012012767609754164
K13a4556,13,13,0.0046125786952683039
K13a4557,13,11,0.0041338740256815151
K13a4558,13,12,0.0078134863557268661
K13a4559,13,12,0.00036365038127017703
K13a456,13,12,0.0013586847831939604
K13a4560,13,13,0.0033038485923748335
K13a4561,13,13,0.0019893150507323746
K13a4562,13,12,0.0011478573834028099
K13a4563,13,13,0.0044866828851974766
K13a4564,13,13,0.0026774182536543644
K13a4565,13,13,0.0019514034995117904
K13a4566,13,12,0.0013450812405901421
K13a4567,13,12,0.00010814422428164016
K13a4568,13,13,0.0058980728185736462
K13a4569,13,13,0.0098350633971854302
K13a457,13,13,0.0063762946155046822
K13a4570,13,13,0.0039839138176997425
K13a4571,13,13,0.0026873259237189398
K13a4572,13,13,0.00024293738190103216
K13a4573,13,13,0.00020424491428105082
K13a4574,13,12,0.0028937379346952253
K13a4575,13,12,0.00027530964835274969
K13a4576,13,12,0.0013297413625611527
K13a4577,13,12,3.8155938126740614e-05
K13a4578,13,12,0.0014120484742892359
K13a4579,13,12,0.0016710175033397654
K13a458,13,12,0.0065527341797719683
K13a4580,13,12,0.0021852136121873586
K13a4581,13,12,0.0055222102634548261
K13a4582,13,12,0.0018311851204462993
K13a4583,13,12,0.00034507771316654996
K13a4584,13,12,0.0024339082541276666
K13a4585,13,12,0.0033358525439901878
K13a4586,13,11,0.0039167664315089114
K13a4587,13,12,0.0020979951963617811
K13a4588,13,12,0.0027696695508809942
K13a4589,13,12,0.0025786907277883142
K13a459,13,13,0.0029869373378066774
K13a4590,13,12,0.0041291216503569301
K13a4591,13,12,0.01283757184778829
K13a4592,13,12,0.0012027061998516448
K13a4593,13,12,0.0077986680996486009
K13a4594,13,12,0.0016339067351970481
K13a4595,13,11,0.001781032889104951
K13a4596,13,11,5.8221743768790958e-05
K13a4597,13,12,0.00081668857788103131
K13a4598,13,11,6.601930464918635e-05
K13a4599,13,12,0.002522031916982984
K13a46,13,12,0.0031226725668325747
K13a460,13,12,0.0057560851847662069
K13a4600,13,12,0.00043807017762051979
K13a4601,13,11,0.0052165492374016201
K13a4602,13,12,0.0039450794144960969
K13a4603,13,11,0.00062943388192350882
K13a4604,13,12,0.0009365013689605461
K13a4605,13,11,0.0015372535328696377
K13a4606,13,12,0.0013288451048529377
K13a4607,13,12,0.0010728658980655157
K13a4608,13,12,0.0026198192128052689
K13a4609,13,12,0.0045116043266262467
K13a461,13,12,0.0023317366703024833
K13a4610,13,11,0.0036530990941254934
K13a4611,13,12,0.00061019305444609106
K13a4612,13,11,0.0025861459372616084
K13a4613,13,12,0.0018192220577681823
K13a4614,13,12,3.945373622213705e-05
K13a4615,13,12,8.6148827207746165e-05
K13a4616,13,12,0.0023039945441475792
K13a4617,13,12,0.0049710667464179315
K13a4618,13,12,0.0017290609815080013
K13a4619,13,12,0.0016701204551041995
K13a462,13,12,0.0029564509779005411
K13a4620,13,11,0.0013509824254033184
K13a4621,13,12,0.0017904665089473102
K13a4622,13,13,0.0011432995723419041
K13a4623,13,13,0.00092261857010903913
K13a4624,13,12,0.00055689416816309754
K13a4625,13,12,0.008597821105108424
K13a4626,13,12,0.0034904703302349803
K13a4627,13,12,0.0029098471043847349
K13a4628,13,12,0.0070629295746469541
K13a4629,13,12,0.00065577806778857346
K13a463,13,13,0.000246829990429958
K13a4630,13,12,0.00053951397940889441
K13a4631,13,12,0.0037526542852058739
K13a4632,13,12,0.0040550683248950789
K13a4633,13,12,0.00079526007596282251
K13a4634,13,12,0.003515583632810649
K13a4635,13,12,0.00052080361868412587
K13a4636,13,12,0.0006858857185676107
K13a4637,13,12,0.00518376713290982
K13a4638,13,12,0.0084731835028617423
K13a4639,13,12,0.00096289360568899693
K13a464,13,12,0.002196619165773499
K13a4640,13,12,0.0013735090413103355
K13a4641,13,12,0.0018525188261861755
K13a4642,13,12,0.00088380396092619978
K13a4643,13,12,0.0013245340434518606
K13a4644,13,12,0.0085191312335877664
K13a4645,13,12,0.0018110062990302706
K13a4646,13,12,0.00041331252857293541
K13a4647,13,12,0.0048888403799954667
K13a4648,13,12,0.010299380206814181
K13a4649,13,12,0.0010559684855121103
K13a465,13,13,0.00012371222490105898
K13a4650,13,12,0.0020156467369775695
K13a4651,13,12,0.0078236237890009792
K13a4652,13,12,8.2468138588354995e-05
K13a4653,13,12,0.017921951636609219
K13a4654,13,12,0.00327939568384336
K13a4655,13,12,0.0030866260099943936
K13a4656,13,12,0.0090908744371099547
K13a4657,13,12,0.010080148161917171
K13a4658,13,12,0.0052878374121866452
K13a4659,13,12,0.0019576998660014791
K13a466,13,13,0.0016437017021451068
K13a4660,13,12,0.00042462372756370644
K13a4661,13,12,0.01134283126349769
K13a4662,13,12,0.0030133270958263656
K13a4663,13,12,0.0082709835972067779
K13a4664,13,12,0.0015157118667493304
K13a4665,13,12,0.0021901938906493373
K13a4666,13,12,0.0016017436595709607
K13a4667,13,12,0.01227679070732755
K13a4668,13,11,0.0021284939081355264
K13a4669,13,12,0.00067305645812078838
K13a467,13,13,0.00018267482800037792
K13a4670,13,12,0.0029791554329672912
K13a4671,13,12,0.012262358909317433
K13a4672,13,12,0.0033146089708768292
K13a4673,13,12,0.00049718363291839445
K13a4674,13,12,0.0013953586562845943
K13a4675,13,12,0.00040296844054583562
K13a4676,13,12,0.00071053994936822612
K13a4677,13,12,0.0044840011771703917
K13a4678,13,12,0.0020322403304215766
K13a4679,13,11,0.0013498705522952269
K13a468,13,13,0.0031661313259430091
K13a4680,13,11,0.0018851695723685036
K13a4681,13,11,0.0042655784839125055
K13a4682,13,12,0.0018433538678500258
K13a4683,13,12,0.0009825836439908179
K13a4684,13,12,0.0033676306130032739
K13a4685,13,12,0.0013176205851116428
K13a4686,13,12,0.00082605277544247659
K13a4687,13,12,0.0016189911908676751
K13a4688,13,12,0.0020784607340638092
K13a4689,13,12,0.00075405794071759273
K13a469,13,12,0.00011710159472296815
K13a4690,13,12,0.0041011089748804307
K13a4691,13,12,0.0023635359743442034
K13a4692,13,12,0.0014274961582224337
K13a4693,13,12,0.0018278339424893468
K13a4694,13,12,0.0016389266722135983
K13a4695,13,12,0.0012621866089026024
K13a4696,13,12,0.015691787205186981
K13a4697,13,12,0.007925957801992423
K13a4698,13,12,0.00061051745631124116
K13a4699,13,12,0.0067347009142404669
K13a47,13,12,0.0016276817193648346
K13a470,13,12,0.0071229578429037191
K13a4700,13,12,0.0032875019232917781
K13a4701,13,12,0.0085071495305071333
K13a4702,13,12,4.5498619292282566e-05
K13a4703,13,12,0.0003398160596475162
K13a4704,13,12,0.013093723328006538
K13a4705,13,12,0.00095936716103955043
K13a4706,13,12,0.0016279435797745719
K13a4707,13,12,0.0067881728237677592
K13a4708,13,12,0.0016102980426597152
K13a4709,13,12,0.00056231779929822603
K13a471,13,12,0.0001205459177587795
K13a4710,13,12,0.0023034981373617641
K13a4711,13,12,0.0068702539547711343
K13a4712,13,12,0.0031109043295033654
K13a4713,13,12,0.00022370046130082232
K13a4714,13,12,0.0012065557595893779
K13a4715,13,12,0.0024404763579306105
K13a4716,13,12,0.0079412345502498042
K13a4717,13,12,0.0089766982705403973
K13a4718,13,12,0.0020401169720447769
K13a4719,13,12,0.0026878370174776415
K13a472,13,12,0.0016809261777359934
K13a4720,13,12,0.0022297882435657617
K13a4721,13,12,0.00048730563221043732
K13a4722,13,12,0.0023925737228990048
K13a4723,13,12,0.0040844300055335493
K13a4724,13,12,0.00026386018439880936
K13a4725,13,12,0.0017731565662326572
K13a4726,13,12,0.00083454914264781063
K13a4727,13,12,0.0015891841079970952
K13a4728,13,12,9.5072514193377896e-06
K13a4729,13,12,0.00016396122169436275
K13a473,13,13,0.0038189573392068852
K13a4730,13,11,0.0012647909747552425
K13a4731,13,11,0.0080166641032593002
K13a4732,13,12,0.0034621120638356254
K13a4733,13,12,0.0040205421155790127
K13a4734,13,12,0.0024562999835335917
K13a4735,13,12,0.0054313692863673935
K13a4736,13,12,0.0042490617755434152
K13a4737,13,12,0.0013930713049732043
K13a4738,13,11,0.0024523135673794084
K13a4739,13,12,0.00042126182985502663
K13a474,13,12,0.00064691356708136282
K13a4740,13,12,0.0021466468026315466
K13a4741,13,12,0.0024300078588745935
K13a4742,13,12,9.2628099562694076e-05
K13a4743,13,12,0.00053137422980246941
K13a4744,13,12,0.00066703161882165191
K13a4745,13,12,0.00065467312123893072
K13a4746,13,11,3.6602822169419595e-05
K13a4747,13,12,0.002849439446723407
K13a4748,13,12,0.00016257017072936683
K13a4749,13,11,0.0031479040616953459
K13a475,13,13,0.0010552745994596643
K13a4750,13,12,0.0054363801733000958
K13a4751,13,12,0.00075476175567661986
K13a4752,13,12,0.0024880319949431911
K13a4753,13,12,0.00015159917058595149
K13a4754,13,12,0.00052869807780456745
K13a4755,13,12,0.0028400455458337521
K13a4756,13,12,0.0038778275070486994
K13a4757,13,11,0.00075110981917039191
K13a4758,13,12,0.0005008504324808807
K13a4759,13,12,0.0030950191868804318
K13a476,13,12,0.001174068875238231
K13a4760,13,12,0.0087728464843266386
K13a4761,13,12,0.0034920179209494439
K13a4762,13,12,0.0022370693383511214
K13a4763,13,12,0.00011458866433495235
K13a4764,13,12,0.0017535841254405413
K13a4765,13,12,0.011169517041689697
K13a4766,13,12,0.0028377650874051863
K13a4767,13,12,0.0063565440656856223
K13a4768,13,12,0.0037651910109839782
K13a4769,13,12,0.0026426657775031489
K13a477,13,13,0.0035307785246332917
K13a4770,13,12,0.00018308286608555656
K13a4771,13,12,0.0020428659898522141
K13a4772,13,12,0.0057324597301568869
K13a4773,13,12,0.0019929719479489815
K13a4774,13,12,0.0067651072893311695
K13a4775,13,12,0.0005779742120943811
K13a4776,13,12,0.0016661265312231601
K13a4777,13,12,0.00018185588749465977
K13a4778,13,12,0.0014464120689571044
K13a4779,13,12,0.0068947857300341048
K13a478,13,13,0.0018895563716364128
K13a4780,13,12,0.00023853682827539149
K13a4781,13,12,0.0075925662494663818
K13a4782,13,12,0.0013433631158936662
K13a4783,13,12,0.0053413604891649697
K13a4784,13,12,0.012631900464412973
K13a4785,13,12,0.0014262007760225386
K13a4786,13,12,6.6380028051772573e-05
K13a4787,13,12,0.0017679199625164825
K13a4788,13,12,0.00087003966972121162
K13a4789,13,12,0.0047776263305237977
K13a479,13,12,0.00049707617524633431
K13a4790,13,12,0.012850210405048884
K13a4791,13,12,0.00018378378506559131
K13a4792,13,12,0.00030844913113249416
